OrderID,CustomerID,OrderDate,Country,Category,Product,Quantity,UnitPrice,TotalPrice,Discount,Revenue,PaymentMethod
100037,4394,2023-11-17,UK,Electronics,Tablet,9,200.37,1803.33,180.33,1623.0,Cash
100038,5014,2024-02-24,Australia,Clothing,Dress,7,74.34,520.38,0.0,520.38,Cash
100039,8343,2023-02-12,Canada,Electronics,Smartphone,7,212.79,1489.53,0.0,1489.53,Credit Card
100040,3950,2023-05-27,USA,Beauty,Shampoo,4,400.16,1600.64,80.03,1520.6100000000001,PayPal
100041,7002,2024-05-03,Germany,Groceries,Milk,2,51.52,103.04,0.0,103.04,Bank Transfer
100042,1574,2023-11-13,Australia,Electronics,Laptop,6,297.46,1784.76,0.0,1784.76,PayPal
100043,3491,2022-01-05,Canada,Sports,Tennis Racket,1,414.8,414.8,0.0,414.8,Bank Transfer
100044,1876,2022-09-26,Germany,Beauty,Shampoo,3,320.53,961.59,48.08,913.51,PayPal
100045,2693,2024-12-17,India,Beauty,Shampoo,1,202.42,202.42,0.0,202.42,Bank Transfer
100046,9308,2024-12-17,Australia,Clothing,T-Shirt,7,217.02,1519.14,75.96,1443.18,PayPal
100047,8805,2023-12-05,Australia,Electronics,Headphones,9,331.8,2986.2,0.0,2986.2,Bank Transfer
100048,8004,2024-12-28,India,Books,Notebook,3,380.13,1140.39,0.0,1140.39,Bank Transfer
100049,7617,2022-12-23,Canada,Electronics,Laptop,7,176.42,1234.94,0.0,1234.94,Bank Transfer
100050,3849,2023-05-31,Germany,Clothing,Jeans,3,254.05,762.15,76.22,685.93,Cash
100051,6878,2024-05-01,UK,Groceries,Vegetables,1,434.26,434.26,21.71,412.55,Cash
100052,3427,2024-12-02,USA,Beauty,Shampoo,1,406.55,406.55,40.66,365.89,Cash
100053,5107,2023-12-28,Australia,Books,Novel,2,24.29,48.58,2.43,46.15,Credit Card
100054,7748,2024-04-05,UK,Clothing,Dress,2,134.04,268.08,0.0,268.08,Credit Card
100055,1412,2023-04-02,Germany,Clothing,T-Shirt,9,402.72,3624.48,0.0,3624.48,Cash
100056,2122,2023-10-25,Germany,Groceries,Eggs,2,128.76,257.52,0.0,257.52,PayPal
100057,4440,2022-03-03,Canada,Groceries,Rice,7,378.5,2649.5,0.0,2649.5,Cash
100058,2365,2022-03-17,Canada,Groceries,Rice,3,197.65,592.95,0.0,592.95,Credit Card
100059,1717,2024-12-28,Germany,Sports,Treadmill,3,249.05,747.15,0.0,747.15,Bank Transfer
100060,6588,2022-04-19,Germany,Beauty,Lipstick,5,396.83,1984.15,99.21,1884.94,Credit Card
100061,7541,2023-10-20,UK,Clothing,Jeans,5,369.83,1849.15,0.0,1849.15,Bank Transfer
100062,8241,2022-06-19,UK,Beauty,Lipstick,1,55.06,55.06,0.0,55.06,Credit Card
100063,3681,2023-05-15,UK,Clothing,Jacket,5,259.1,1295.5,0.0,1295.5,Credit Card
100064,5312,2023-03-21,Canada,Sports,Yoga Mat,4,178.36,713.44,35.67,677.7700000000001,Cash
100065,5186,2023-10-15,UK,Toys,Puzzle,3,60.04,180.12,0.0,180.12,PayPal
100066,7619,2022-12-14,Canada,Beauty,Shampoo,9,373.38,3360.42,168.02,3192.4,PayPal
100067,2531,2022-05-14,USA,Electronics,Headphones,9,434.96,3914.64,0.0,3914.64,PayPal
100068,7316,2024-02-03,Canada,Beauty,Lipstick,5,26.48,132.4,13.24,119.16000000000001,Credit Card
100069,7190,2023-10-18,USA,Beauty,Face Cream,1,349.4,349.4,0.0,349.4,Bank Transfer
100070,2353,2023-11-07,Australia,Electronics,Headphones,8,311.97,2495.76,0.0,2495.76,PayPal
100071,8483,2023-05-17,UK,Groceries,Milk,5,487.33,2436.65,365.5,2071.15,Bank Transfer
100072,7132,2022-09-13,Germany,Electronics,Smartphone,3,412.16,1236.48,123.65,1112.83,Credit Card
100073,1009,2024-10-12,Australia,Sports,Football,2,278.04,556.08,0.0,556.08,Credit Card
100074,3193,2024-04-06,USA,Toys,Lego Set,5,376.04,1880.2,0.0,1880.2,Bank Transfer
100075,5000,2024-04-02,UK,Electronics,Smartphone,9,210.34,1893.06,0.0,1893.06,PayPal
100076,6989,2023-12-15,India,Beauty,Lipstick,5,294.65,1473.25,73.66,1399.59,PayPal
100077,8245,2023-03-25,USA,Home & Kitchen,Mixer,1,477.26,477.26,23.86,453.4,Credit Card
100078,4419,2022-09-25,UK,Groceries,Vegetables,2,240.72,481.44,48.14,433.3,Credit Card
100079,9580,2024-07-07,Australia,Toys,Remote Car,9,297.03,2673.27,0.0,2673.27,Bank Transfer
100080,5673,2024-01-08,India,Books,Novel,3,452.06,1356.18,67.81,1288.3700000000001,PayPal
100081,9017,2022-06-15,Australia,Clothing,Jeans,3,452.56,1357.68,0.0,1357.68,Credit Card
100082,6115,2024-03-07,Australia,Groceries,Eggs,7,264.18,1849.26,92.46,1756.8,Cash
100083,4472,2023-06-30,UK,Clothing,Dress,1,132.83,132.83,0.0,132.83,PayPal
100084,5300,2024-04-27,Australia,Books,Notebook,3,270.95,812.85,0.0,812.85,Bank Transfer
100085,7031,2023-10-29,Germany,Home & Kitchen,Cookware Set,8,349.77,2798.16,0.0,2798.16,Credit Card
100086,7777,2023-11-13,India,Groceries,Milk,3,411.79,1235.37,0.0,1235.37,Credit Card
100087,7981,2023-06-30,USA,Toys,Lego Set,5,233.09,1165.45,0.0,1165.45,Credit Card
100088,8240,2024-12-15,UK,Toys,Doll,9,243.17,2188.53,109.43,2079.1000000000004,PayPal
100089,5143,2023-09-17,Canada,Home & Kitchen,Vacuum Cleaner,1,142.05,142.05,14.21,127.84,Bank Transfer
100090,1302,2023-10-28,Australia,Books,Magazine,7,267.98,1875.86,93.79,1782.07,PayPal
100091,6126,2024-03-16,India,Home & Kitchen,Blender,7,258.28,1807.96,0.0,1807.96,Bank Transfer
100092,9152,2022-05-06,Canada,Home & Kitchen,Vacuum Cleaner,7,164.43,1151.01,0.0,1151.01,Cash
100093,4596,2022-04-19,Germany,Electronics,Smartphone,9,341.16,3070.44,153.52,2916.92,PayPal
100094,5206,2024-01-18,Australia,Sports,Treadmill,2,281.08,562.16,0.0,562.16,Bank Transfer
100095,3739,2023-10-24,UK,Clothing,T-Shirt,2,125.95,251.9,0.0,251.9,Credit Card
100096,6622,2022-08-31,Germany,Toys,Doll,8,448.9,3591.2,0.0,3591.2,Bank Transfer
100097,6342,2023-10-08,Australia,Groceries,Rice,2,290.12,580.24,58.02,522.22,PayPal
100098,3551,2023-12-16,Australia,Electronics,Laptop,3,411.33,1233.99,61.7,1172.29,Cash
100099,7316,2023-12-25,Germany,Clothing,Jacket,5,97.59,487.95,0.0,487.95,Credit Card
100100,7283,2024-04-24,USA,Beauty,Lipstick,6,292.71,1756.26,0.0,1756.26,Bank Transfer
100101,1009,2022-11-17,Canada,Home & Kitchen,Mixer,7,276.72,1937.04,0.0,1937.04,Bank Transfer
100102,3832,2022-11-14,USA,Books,Novel,8,305.02,2440.16,122.01,2318.1499999999996,Cash
100103,2908,2023-05-28,India,Beauty,Shampoo,9,106.48,958.32,0.0,958.32,Cash
100104,6951,2024-03-08,Canada,Groceries,Milk,8,414.83,3318.64,165.93,3152.71,Bank Transfer
100105,3898,2023-02-06,India,Books,Novel,4,161.52,646.08,0.0,646.08,Cash
100106,7943,2024-09-19,India,Groceries,Eggs,6,272.19,1633.14,0.0,1633.14,Credit Card
100107,5033,2022-07-17,Australia,Electronics,Smartphone,5,453.7,2268.5,113.43,2155.07,PayPal
100108,2202,2023-04-23,UK,Home & Kitchen,Vacuum Cleaner,4,398.04,1592.16,79.61,1512.5500000000002,Bank Transfer
100109,3204,2024-08-08,Australia,Home & Kitchen,Blender,9,159.3,1433.7,0.0,1433.7,Credit Card
100110,3645,2024-03-16,UK,Toys,Remote Car,5,439.0,2195.0,0.0,2195.0,Credit Card
100111,7371,2022-02-16,Canada,Sports,Yoga Mat,8,303.96,2431.68,0.0,2431.68,Cash
100112,5225,2022-03-10,India,Beauty,Lipstick,3,348.5,1045.5,0.0,1045.5,Cash
100113,7166,2024-04-07,UK,Home & Kitchen,Cookware Set,8,255.41,2043.28,102.16,1941.12,Bank Transfer
100114,5451,2024-10-05,Germany,Beauty,Perfume,5,461.64,2308.2,115.41,2192.79,Cash
100115,7024,2024-02-18,Australia,Sports,Tennis Racket,3,369.54,1108.62,110.86,997.7599999999999,Bank Transfer
100116,6732,2023-07-21,Canada,Electronics,Laptop,4,66.71,266.84,26.68,240.15999999999997,Bank Transfer
100117,3708,2022-04-27,USA,Groceries,Eggs,5,170.92,854.6,85.46,769.14,PayPal
100118,9766,2023-04-20,Germany,Electronics,Headphones,9,432.44,3891.96,389.2,3502.76,PayPal
100119,7783,2023-12-11,India,Home & Kitchen,Mixer,3,127.87,383.61,0.0,383.61,Credit Card
100120,7320,2024-12-08,Canada,Groceries,Rice,6,113.95,683.7,0.0,683.7,Bank Transfer
100121,4432,2023-07-15,USA,Electronics,Tablet,4,210.24,840.96,0.0,840.96,Bank Transfer
100122,3482,2022-10-12,India,Electronics,Tablet,8,449.54,3596.32,0.0,3596.32,Credit Card
100123,9477,2024-10-06,India,Books,Novel,2,150.55,301.1,15.06,286.04,PayPal
100124,6232,2024-07-13,UK,Toys,Remote Car,6,383.85,2303.1,0.0,2303.1,Bank Transfer
100125,5873,2022-03-28,UK,Sports,Yoga Mat,3,323.78,971.34,0.0,971.34,Bank Transfer
100126,4462,2023-03-19,Canada,Beauty,Perfume,8,18.41,147.28,0.0,147.28,Bank Transfer
100127,8221,2024-10-03,USA,Books,Magazine,5,93.38,466.9,23.34,443.56,Cash
100128,3143,2022-06-14,Australia,Clothing,Jacket,8,404.39,3235.12,485.27,2749.85,PayPal
100129,1822,2022-05-27,UK,Books,Notebook,7,318.45,2229.15,111.46,2117.69,Cash
100130,2308,2024-01-16,Germany,Books,Textbook,2,446.87,893.74,89.37,804.37,Bank Transfer
100131,5566,2024-06-23,Germany,Clothing,Jacket,4,313.95,1255.8,0.0,1255.8,PayPal
100132,6986,2023-09-24,Germany,Books,Magazine,6,390.98,2345.88,0.0,2345.88,Bank Transfer
100133,5223,2023-07-06,USA,Toys,Puzzle,2,16.12,32.24,0.0,32.24,PayPal
100134,8368,2023-03-18,Australia,Books,Novel,6,418.29,2509.74,376.46,2133.2799999999997,Credit Card
100135,9996,2022-02-10,India,Books,Notebook,6,457.58,2745.48,0.0,2745.48,PayPal
100136,6796,2022-12-08,USA,Clothing,T-Shirt,6,415.72,2494.32,0.0,2494.32,Credit Card
100137,1645,2024-03-31,India,Home & Kitchen,Mixer,8,129.11,1032.88,51.64,981.2400000000001,Bank Transfer
100138,3969,2024-03-29,Canada,Clothing,T-Shirt,2,87.31,174.62,8.73,165.89000000000001,Credit Card
100139,5124,2022-07-06,Canada,Beauty,Face Cream,8,221.41,1771.28,177.13,1594.15,Bank Transfer
100140,2333,2022-03-10,UK,Groceries,Eggs,7,333.52,2334.64,233.46,2101.18,Cash
100141,8715,2024-08-15,Germany,Electronics,Laptop,3,299.56,898.68,0.0,898.68,Bank Transfer
100142,1481,2024-11-06,USA,Books,Textbook,2,57.77,115.54,0.0,115.54,Credit Card
100143,2639,2022-04-18,UK,Electronics,Smartphone,9,126.97,1142.73,114.27,1028.46,Cash
100144,5197,2024-03-27,UK,Home & Kitchen,Cookware Set,3,160.73,482.19,48.22,433.97,Credit Card
100145,4640,2023-01-09,USA,Electronics,Laptop,8,380.4,3043.2,152.16,2891.04,Cash
100146,7609,2024-02-17,USA,Toys,Remote Car,9,472.31,4250.79,0.0,4250.79,Cash
100147,6913,2023-09-21,Canada,Sports,Football,6,458.17,2749.02,0.0,2749.02,Bank Transfer
100148,9007,2023-01-07,UK,Electronics,Headphones,7,398.69,2790.83,139.54,2651.29,Bank Transfer
100149,2466,2024-09-21,UK,Home & Kitchen,Cookware Set,7,23.32,163.24,0.0,163.24,Cash
100150,1130,2022-02-08,Canada,Beauty,Lipstick,8,223.31,1786.48,0.0,1786.48,Bank Transfer
100151,6468,2023-05-08,Australia,Groceries,Rice,9,370.24,3332.16,0.0,3332.16,PayPal
100152,9502,2024-11-28,India,Beauty,Shampoo,2,15.53,31.06,3.11,27.95,PayPal
100153,3032,2023-01-12,Canada,Beauty,Lipstick,5,242.49,1212.45,0.0,1212.45,PayPal
100154,9190,2023-01-11,Germany,Toys,Lego Set,5,367.47,1837.35,0.0,1837.35,PayPal
100155,1145,2023-08-08,Australia,Clothing,Dress,5,25.84,129.2,0.0,129.2,Bank Transfer
100156,8511,2023-12-11,Germany,Electronics,Smartphone,5,394.24,1971.2,0.0,1971.2,Bank Transfer
100157,9202,2024-06-03,Australia,Groceries,Eggs,2,87.68,175.36,26.3,149.06,Bank Transfer
100158,8274,2022-09-16,UK,Books,Notebook,9,114.14,1027.26,0.0,1027.26,Cash
100159,2796,2023-02-23,Australia,Toys,Lego Set,7,442.47,3097.29,309.73,2787.56,PayPal
100160,8312,2022-11-25,India,Clothing,Jeans,3,116.1,348.3,0.0,348.3,Cash
100161,2290,2024-07-09,USA,Toys,Lego Set,8,136.47,1091.76,0.0,1091.76,PayPal
100162,1954,2024-07-02,UK,Beauty,Shampoo,8,130.06,1040.48,0.0,1040.48,PayPal
100163,4020,2022-08-12,Germany,Books,Magazine,5,495.78,2478.9,0.0,2478.9,PayPal
100164,3745,2022-08-04,India,Books,Textbook,8,332.75,2662.0,0.0,2662.0,Bank Transfer
100165,3139,2022-12-22,USA,Groceries,Vegetables,9,170.33,1532.97,0.0,1532.97,Bank Transfer
100166,5795,2023-11-03,Canada,Home & Kitchen,Cookware Set,9,19.48,175.32,17.53,157.79,Bank Transfer
100167,4998,2022-10-22,UK,Books,Notebook,4,280.31,1121.24,56.06,1065.18,PayPal
100168,2136,2023-03-24,USA,Groceries,Rice,1,62.34,62.34,0.0,62.34,Cash
100169,2007,2024-09-20,Australia,Books,Textbook,3,381.71,1145.13,0.0,1145.13,Bank Transfer
100170,3382,2023-04-29,Australia,Beauty,Perfume,5,55.74,278.7,27.87,250.82999999999998,PayPal
100171,2040,2022-01-22,Germany,Beauty,Face Cream,6,355.74,2134.44,0.0,2134.44,PayPal
100172,7353,2023-04-05,UK,Groceries,Eggs,4,325.55,1302.2,0.0,1302.2,Bank Transfer
100173,8813,2023-05-31,India,Books,Textbook,7,225.72,1580.04,0.0,1580.04,Credit Card
100174,1038,2024-11-11,Canada,Home & Kitchen,Mixer,4,420.77,1683.08,84.15,1598.9299999999998,Bank Transfer
100175,3896,2024-05-18,Australia,Home & Kitchen,Vacuum Cleaner,8,219.01,1752.08,175.21,1576.87,Bank Transfer
100176,2682,2024-07-22,USA,Beauty,Shampoo,5,492.07,2460.35,0.0,2460.35,Bank Transfer
100177,4056,2022-07-27,USA,Clothing,T-Shirt,8,187.42,1499.36,149.94,1349.4199999999998,Bank Transfer
100178,7573,2024-11-16,USA,Groceries,Vegetables,1,50.13,50.13,0.0,50.13,PayPal
100179,7342,2024-07-04,India,Clothing,Dress,5,456.36,2281.8,342.27,1939.5300000000002,PayPal
100180,2875,2023-12-27,Germany,Sports,Football,9,104.26,938.34,0.0,938.34,PayPal
100181,3433,2022-12-04,India,Books,Novel,1,10.75,10.75,0.0,10.75,PayPal
100182,9357,2024-02-18,India,Sports,Yoga Mat,9,430.76,3876.84,193.84,3683.0,PayPal
100183,7731,2023-12-15,USA,Home & Kitchen,Blender,6,310.99,1865.94,93.3,1772.64,Cash
100184,9032,2023-08-12,UK,Groceries,Milk,1,48.49,48.49,0.0,48.49,Cash
100185,4174,2022-05-23,UK,Clothing,Jeans,6,285.93,1715.58,85.78,1629.8,PayPal
100186,9619,2022-01-09,USA,Clothing,Jacket,8,320.03,2560.24,128.01,2432.2299999999996,PayPal
100187,1552,2022-04-21,UK,Electronics,Headphones,8,473.94,3791.52,189.58,3601.94,Bank Transfer
100188,1458,2024-06-13,Germany,Sports,Yoga Mat,4,300.75,1203.0,60.15,1142.85,Bank Transfer
100189,8867,2024-06-27,UK,Sports,Football,2,34.87,69.74,0.0,69.74,Credit Card
100190,4638,2022-11-05,Australia,Books,Textbook,4,373.42,1493.68,149.37,1344.31,Bank Transfer
100191,8979,2022-11-08,UK,Groceries,Eggs,6,361.0,2166.0,0.0,2166.0,Credit Card
100192,9946,2024-05-11,India,Home & Kitchen,Vacuum Cleaner,6,20.17,121.02,0.0,121.02,Credit Card
100193,1956,2023-06-16,Germany,Sports,Tennis Racket,5,176.24,881.2,0.0,881.2,Cash
100194,2712,2023-08-01,India,Groceries,Milk,9,222.11,1998.99,99.95,1899.04,Bank Transfer
100195,2394,2023-06-14,UK,Clothing,Dress,6,182.78,1096.68,0.0,1096.68,Cash
100196,8904,2024-07-28,India,Books,Textbook,8,205.63,1645.04,82.25,1562.79,PayPal
100197,1374,2023-01-16,Canada,Toys,Doll,5,39.22,196.1,0.0,196.1,Bank Transfer
100198,3278,2024-06-09,USA,Toys,Remote Car,4,298.51,1194.04,0.0,1194.04,Credit Card
100199,3113,2023-04-05,India,Electronics,Tablet,5,9.47,47.35,0.0,47.35,Cash
100200,8062,2024-04-23,India,Beauty,Lipstick,3,223.8,671.4,0.0,671.4,PayPal
100201,7276,2023-07-30,Germany,Electronics,Smartphone,8,310.49,2483.92,124.2,2359.7200000000003,PayPal
100202,4192,2022-11-01,India,Beauty,Perfume,5,181.58,907.9,0.0,907.9,Credit Card
100203,3203,2023-05-26,Australia,Groceries,Vegetables,4,138.53,554.12,0.0,554.12,Credit Card
100204,7262,2024-10-05,India,Beauty,Shampoo,6,94.11,564.66,0.0,564.66,Bank Transfer
100205,5585,2022-05-06,Germany,Toys,Remote Car,5,242.55,1212.75,60.64,1152.11,PayPal
100206,6342,2022-05-31,India,Electronics,Laptop,2,174.61,349.22,0.0,349.22,Cash
100207,2969,2024-10-11,UK,Toys,Lego Set,7,85.38,597.66,0.0,597.66,Cash
100208,5612,2023-03-03,Australia,Books,Magazine,2,332.51,665.02,99.75,565.27,PayPal
100209,8705,2024-10-21,USA,Toys,Doll,8,398.78,3190.24,319.02,2871.22,Bank Transfer
100210,4124,2024-10-06,Canada,Sports,Treadmill,9,57.76,519.84,25.99,493.85,Cash
100211,6704,2023-08-12,USA,Toys,Puzzle,9,496.7,4470.3,223.52,4246.78,Bank Transfer
100212,4173,2023-02-01,Australia,Electronics,Headphones,4,335.46,1341.84,134.18,1207.6599999999999,Credit Card
100213,2388,2023-12-26,India,Sports,Yoga Mat,1,64.5,64.5,0.0,64.5,Bank Transfer
100214,5806,2022-11-01,Canada,Electronics,Tablet,3,197.34,592.02,0.0,592.02,Cash
100215,7059,2024-08-19,Australia,Electronics,Headphones,3,88.38,265.14,13.26,251.88,PayPal
100216,7228,2023-09-21,UK,Electronics,Headphones,8,261.95,2095.6,0.0,2095.6,Credit Card
100217,1011,2024-02-22,Canada,Clothing,T-Shirt,2,265.68,531.36,0.0,531.36,Bank Transfer
100218,6445,2022-01-21,Australia,Groceries,Eggs,2,359.17,718.34,0.0,718.34,Bank Transfer
100219,5431,2022-11-20,Canada,Home & Kitchen,Vacuum Cleaner,9,329.07,2961.63,0.0,2961.63,Credit Card
100220,5882,2024-01-21,UK,Books,Notebook,4,132.1,528.4,0.0,528.4,Cash
100221,8311,2023-08-12,UK,Home & Kitchen,Blender,4,360.23,1440.92,0.0,1440.92,Cash
100222,5445,2024-06-27,India,Clothing,T-Shirt,7,342.15,2395.05,0.0,2395.05,Bank Transfer
100223,3359,2023-07-13,USA,Sports,Yoga Mat,8,481.65,3853.2,0.0,3853.2,Bank Transfer
100224,8285,2022-01-10,Canada,Books,Textbook,6,298.8,1792.8,89.64,1703.1599999999999,Cash
100225,7295,2024-12-19,USA,Clothing,T-Shirt,5,154.52,772.6,38.63,733.97,Bank Transfer
100226,1145,2023-08-04,India,Clothing,T-Shirt,4,79.1,316.4,0.0,316.4,Bank Transfer
100227,4179,2024-03-15,UK,Electronics,Headphones,1,112.29,112.29,0.0,112.29,Bank Transfer
100228,8622,2024-07-09,India,Home & Kitchen,Blender,9,198.5,1786.5,0.0,1786.5,PayPal
100229,5358,2023-04-04,Canada,Groceries,Eggs,2,205.14,410.28,0.0,410.28,Bank Transfer
100230,3349,2023-09-13,India,Groceries,Vegetables,4,363.55,1454.2,0.0,1454.2,PayPal
100231,8843,2023-03-01,India,Beauty,Perfume,9,165.07,1485.63,0.0,1485.63,Bank Transfer
100232,7704,2022-06-09,Germany,Beauty,Lipstick,2,336.45,672.9,0.0,672.9,Credit Card
100233,2735,2022-12-08,UK,Groceries,Milk,3,268.81,806.43,0.0,806.43,PayPal
100234,6291,2022-04-26,UK,Clothing,Jacket,6,281.1,1686.6,84.33,1602.27,Cash
100235,4374,2023-09-25,USA,Toys,Remote Car,7,270.23,1891.61,0.0,1891.61,Bank Transfer
100236,4719,2022-12-14,Germany,Groceries,Vegetables,3,463.95,1391.85,0.0,1391.85,Bank Transfer
100237,7099,2023-02-10,Germany,Groceries,Milk,1,421.81,421.81,0.0,421.81,PayPal
100238,5895,2024-01-08,USA,Groceries,Eggs,5,413.9,2069.5,103.48,1966.02,Credit Card
100239,5576,2024-01-31,UK,Toys,Remote Car,2,193.55,387.1,0.0,387.1,Credit Card
100240,6299,2022-09-19,Australia,Electronics,Headphones,7,471.48,3300.36,330.04,2970.32,Bank Transfer
100241,5437,2023-07-15,Germany,Toys,Puzzle,5,198.57,992.85,0.0,992.85,PayPal
100242,6548,2024-12-26,India,Toys,Doll,8,268.58,2148.64,107.43,2041.2099999999998,Cash
100243,8693,2024-07-19,USA,Sports,Treadmill,5,16.33,81.65,0.0,81.65,PayPal
100244,7097,2022-06-13,UK,Toys,Remote Car,9,289.71,2607.39,0.0,2607.39,Bank Transfer
100245,5917,2024-11-14,Australia,Toys,Lego Set,4,253.77,1015.08,0.0,1015.08,Credit Card
100246,3964,2024-11-01,UK,Books,Notebook,4,71.91,287.64,43.15,244.48999999999998,Cash
100247,9734,2023-01-25,Australia,Groceries,Vegetables,4,222.56,890.24,0.0,890.24,Cash
100248,5349,2024-02-17,UK,Books,Textbook,7,80.25,561.75,0.0,561.75,Credit Card
100249,4850,2022-05-29,UK,Clothing,Jeans,8,152.19,1217.52,0.0,1217.52,Credit Card
100250,7406,2024-02-24,Germany,Beauty,Shampoo,1,257.16,257.16,38.57,218.59000000000003,Credit Card
100251,4292,2024-12-22,Germany,Sports,Treadmill,4,265.89,1063.56,0.0,1063.56,Credit Card
100252,6693,2023-03-31,Canada,Beauty,Face Cream,3,187.04,561.12,0.0,561.12,Credit Card
100253,4716,2022-09-03,Australia,Books,Notebook,7,211.0,1477.0,0.0,1477.0,PayPal
100254,7793,2022-08-01,UK,Sports,Football,8,269.98,2159.84,0.0,2159.84,PayPal
100255,8380,2023-04-10,Canada,Clothing,T-Shirt,2,36.99,73.98,0.0,73.98,Bank Transfer
100256,5798,2023-05-25,Canada,Electronics,Tablet,4,136.68,546.72,0.0,546.72,Cash
100257,5719,2023-07-08,Germany,Clothing,Dress,2,240.63,481.26,0.0,481.26,Credit Card
100258,3672,2023-07-26,USA,Clothing,T-Shirt,1,331.05,331.05,33.11,297.94,Cash
100259,8177,2024-03-12,UK,Books,Novel,8,233.43,1867.44,93.37,1774.0700000000002,Cash
100260,3247,2023-04-12,USA,Home & Kitchen,Cookware Set,1,37.99,37.99,0.0,37.99,Credit Card
100261,7230,2022-02-12,Canada,Groceries,Vegetables,8,25.63,205.04,0.0,205.04,Credit Card
100262,9599,2022-08-20,India,Books,Textbook,8,22.61,180.88,0.0,180.88,PayPal
100263,5531,2023-03-18,India,Sports,Tennis Racket,7,393.0,2751.0,0.0,2751.0,Credit Card
100264,6439,2022-12-26,UK,Books,Notebook,6,45.9,275.4,0.0,275.4,Credit Card
